X,Y,Z,Label
-21263.848655411617,38255.278039687706,-0.006000000000000116,ST3_STAJK_45
-21265.076398100828,38255.99407382731,-0.007000000000000117,ST3_STAJK_44
-21267.15843993344,38257.20855553045,-0.006000000000000116,ST3_STAJK_43
-21270.204194272417,38258.89040882565,-0.0050000000000001155,ST3_STAJK_42
-21289.29318701583,38260.928185565645,-0.0050000000000001155,ST3_STAJK_41
-21285.60688589479,38259.80688184005,-0.0050000000000001155,ST3_STAJK_40
-21283.05146182138,38259.02951139745,-0.0050000000000001155,ST3_STAJK_39
-21280.306837551394,38258.193734742716,-0.0050000000000001155,ST3_STAJK_38
-21277.53250169215,38257.34911379808,-0.006000000000000116,ST3_STAJK_37
-21278.43042811653,38257.24183315496,-0.004000000000000115,ST3_STAJK_36
-21280.298094550097,38257.7779600923,-0.0050000000000001155,ST3_STAJK_35
-21281.283346869146,38258.06080787434,-0.0050000000000001155,ST3_STAJK_34
-21283.01079600201,38258.55623949766,-0.0050000000000001155,ST3_STAJK_33
-21285.702126510252,38259.32920074856,-0.0030000000000001137,ST3_STAJK_32
-21288.060023007434,38260.00603832773,-0.004000000000000115,ST3_STAJK_31
-21289.206863570857,38260.33489957824,-0.006000000000000116,ST3_STAJK_30
-21289.330050288416,38259.801892043004,-0.004000000000000115,ST3_STAJK_29
-21287.306715735052,38259.25594489797,-0.002000000000000113,ST3_STAJK_28
-21284.22686122145,38258.42471618393,-0.004000000000000115,ST3_STAJK_27
-21280.521850966114,38257.46791160208,-0.0050000000000001155,ST3_STAJK_26
-21277.392625717628,38256.61676981351,-0.007000000000000117,ST3_STAJK_25
-21274.091474481465,38255.72279748958,-0.008000000000000118,ST3_STAJK_24
-21270.33257145704,38254.10932513066,-0.0050000000000001155,ST3_STAJK_23
-21270.08150774407,38254.95275089031,-0.004000000000000115,ST3_STAJK_22
-21268.059407876335,38254.35708980807,-0.0050000000000001155,ST3_STAJK_21
-21265.74690118454,38253.674982924655,-0.006000000000000116,ST3_STAJK_20
-21263.61610994274,38253.044880802874,-0.006000000000000116,ST3_STAJK_19
-21261.286351360406,38252.35763852534,-0.008000000000000118,ST3_STAJK_18
-21263.611820769846,38252.785893152606,-0.007000000000000117,ST3_STAJK_17
-21264.880685159154,38252.7994637659,-0.007000000000000117,ST3_STAJK_16
-21266.498583892055,38252.141712528675,-0.007000000000000117,ST3_STAJK_15
-21263.604739465613,38251.982481766616,-0.008000000000000118,ST3_STAJK_14
-21261.767904752407,38251.88957193751,-0.008000000000000118,ST3_STAJK_13
-21260.779225249124,38251.93019015739,-0.009000000000000119,ST3_STAJK_12
-21259.422428781516,38251.556568228865,-0.007000000000000117,ST3_STAJK_11
-21257.669622311223,38250.66963053223,-0.009000000000000119,ST3_STAJK_10
-21257.507619695967,38250.69861591906,-0.01000000000000012,ST3_STAJK_9
-21258.394138346917,38250.542031496094,-0.008000000000000118,ST3_STAJK_8
-21259.983436569237,38250.26076798882,-0.006000000000000116,ST3_STAJK_7
-21261.346583761017,38250.020695638166,-0.007000000000000117,ST3_STAJK_6
-21262.93281189273,38250.22994265527,-0.008000000000000118,ST3_STAJK_5
-21264.60928883367,38250.314766393065,-0.006000000000000116,ST3_STAJK_4
-21266.35953415781,38250.3620771246,-0.006000000000000116,ST3_STAJK_3
-21268.74169798135,38250.606882185464,-0.007000000000000117,ST3_STAJK_2
-21271.328757071664,38250.545414606924,-0.006000000000000116,ST3_STAJK_1
-21272.173333707797,38251.066008792164,1.38,S12_6115_26
-21272.173333707797,38251.066008792164,1.38,S12_6115_26
-21218.139048847435,38247.92030431955,1.275,S12_6117_17
-21218.048666292198,38249.63999120783,1.867,S12_6116_13
-21251.901071047258,38238.02328994358,1.709,ST6_6119_150
-21250.534928952744,38251.67671005642,1.273,S12_6118_35
-21272.697696421885,38240.80024619591,1.5939999999999999,ST6_61110_12
-21272.6980219904,38240.79886996733,1.5939999999999999,ST8_61110_8
-21250.45952224089,38239.0519541448,0.00699999999999984,ST6_KERAM_11
-21250.383709766218,38238.091588866024,0.009999999999999842,ST6_KERAM_10
-21252.709406005284,38238.144758440045,0.004999999999999838,ST6_KERAM_9
-21254.65754893759,38238.19362678661,0.00699999999999984,ST6_KERAM_8
-21256.168330855086,38238.37736300452,0.00799999999999984,ST6_KERAM_7
-21256.285782132334,38239.86202801639,0.00799999999999984,ST6_KERAM_6
-21254.988345397098,38239.70405675929,0.00699999999999984,ST6_KERAM_5
-21254.030518360516,38239.72306644067,0.00699999999999984,ST6_KERAM_4
-21254.13292363598,38238.23664181777,0.005999999999999839,ST6_KERAM_3
-21270.847036994615,38239.485409063695,0.010999999999999843,ST6_STAJKA_2
-21268.306456138664,38239.474412957905,0.010999999999999843,ST6_STAJKA_1
-21259.180163549863,38231.96135118069,-0.009000000000000119,ST7_STAJK_44
-21259.75514118965,38234.594117352186,-0.009000000000000119,ST7_STAJK_43
-21260.6089524828,38236.64119606969,-0.006000000000000005,ST7_STAJK_42
-21260.45133715679,38238.256708808425,-0.006999999999999895,ST7_STAJK_41
-21259.267427100334,38237.988205590154,-0.008000000000000007,ST7_STAJK_40
-21258.802400469052,38236.340119963665,-0.009000000000000119,ST7_STAJK_39
-21258.405646146115,38234.93336376332,-0.008000000000000007,ST7_STAJK_38
-21258.027866392324,38233.59020760798,-0.008000000000000007,ST7_STAJK_37
-21257.56885352105,38231.95911711877,-0.009000000000000119,ST7_STAJK_36
-21257.30707549931,38230.80809788898,-0.009000000000000119,ST7_STAJK_35
-21259.280244950147,38232.1568856107,-0.010000000000000009,ST7_STAJK_34
-21260.688965092326,38233.711053414074,-0.006999999999999895,ST7_STAJK_33
-21258.096698356996,38229.77176602002,-0.008000000000000007,ST7_STAJK_32
-21259.679513718947,38230.11317710647,-0.009000000000000119,ST7_STAJK_31
-21261.094068289734,38230.41757054643,-0.006999999999999895,ST7_STAJK_30
-21260.608363075145,38228.691424711185,-0.006999999999999895,ST7_STAJK_29
-21259.258856396213,38228.63620946402,-0.006999999999999895,ST7_STAJK_28
-21257.92559337992,38228.881981165796,-0.009000000000000119,ST7_STAJK_27
-21255.500470014755,38228.350482658076,-0.0029999999999998916,ST7_STAJK_26
-21256.14006501386,38228.325041802855,-0.0050000000000001155,ST7_STAJK_25
-21255.00976064513,38228.51964918717,-0.0050000000000001155,ST7_STAJK_24
-21255.837405362327,38230.07590277259,-0.010000000000000009,ST7_STAJK_23
-21255.09357818654,38230.47973582295,-0.006000000000000005,ST7_STAJK_22
-21255.52878816473,38231.3090760878,-0.006000000000000005,ST7_STAJK_21
-21255.44650351254,38231.81268132607,-0.008000000000000007,ST7_STAJK_20
-21256.787888490173,38230.862364356944,-0.008000000000000007,ST7_STAJK_19
-21256.71941015072,38231.88688166624,-0.006000000000000005,ST7_STAJK_18
-21255.495232277397,38231.95271884774,0.0050000000000001155,ST7_KERAM_17
-21255.099108014605,38232.654578212874,0.0029999999999998916,ST7_KERAM_16
-21255.806269537512,38232.66377497971,0.0050000000000001155,ST7_KERAM_15
-21255.89159208553,38232.01693646602,0.006000000000000005,ST7_KERAM_14
-21256.80045674753,38232.03943149136,0.008000000000000007,ST7_KERAM_13
-21256.778938904077,38232.73006452157,0.0029999999999998916,ST7_KERAM_12
-21254.80827455814,38235.521045359135,0.006999999999999895,ST7_KERAM_11
-21255.004947622605,38234.8320397672,0.006000000000000005,ST7_KERAM_10
-21254.76419410004,38235.51669642668,0.006000000000000005,ST7_KERAM_9
-21255.416862761922,38235.58224501778,0.008000000000000007,ST7_KERAM_8
-21255.61611760151,38234.75669882955,0.006000000000000005,ST7_KERAM_7
-21256.319994473597,38234.79435980319,0.0040000000000000036,ST7_KERAM_6
-21256.50381059597,38235.517365081985,0.006000000000000005,ST7_KERAM_5
-21255.466415036833,38238.5449751054,0.006999999999999895,ST7_KERAM_4
-21254.48816407439,38238.3303823411,0.008000000000000007,ST7_KERAM_3
-21255.46714075756,38238.39620523839,0.008000000000000007,ST7_KERAM_2
-21256.399989701407,38238.49429625718,0.006999999999999895,ST7_KERAM_1
-21255.646295566214,38239.91767609074,1.7010000000000003,ST7_61111_5
-21255.646832968967,38239.91636796296,1.7010000000000003,ST7_61111_5
-21255.646295566214,38239.91767609074,1.7010000000000003,ST7_61111_5
-21255.64537280095,38239.91806145325,1.7,ST7_61111_2
-21255.645524841188,38239.91583056021,1.7,ST7_61111_2
-21255.644987438434,38239.91713868798,1.7,ST7_61111_2
-21269.259300874302,38252.79035676593,-0.0069977937449348104,ST8_STAJK_89
-21268.829485071354,38257.938751892136,-0.0059977937449346985,ST8_STAJK_88
-21267.51757141767,38261.07149119908,-0.0059977937449346985,ST8_STAJK_87
-21266.533999878444,38258.76084539602,-0.0059977937449346985,ST8_STAJK_86
-21266.993619481906,38255.60328972428,-0.004997793744934809,ST8_STAJK_85
-21268.744632263162,38251.10300226236,-0.007997793744934922,ST8_STAJK_84
-21267.57289223246,38252.88461117019,-0.0059977937449346985,ST8_STAJK_83
-21260.826013974554,38263.77465082912,-0.0069977937449348104,ST8_STAJK_82
-21261.84411340103,38262.30988820063,-0.0059977937449346985,ST8_STAJK_81
-21262.663190719522,38263.87064357747,-0.0059977937449346985,ST8_STAJK_80
-21263.32839266534,38264.17158771064,-0.004997793744934809,ST8_STAJK_79
-21263.65984375524,38262.52679435735,-0.004997793744934809,ST8_STAJK_78
-21266.099159060796,38260.74132247574,-0.004997793744934809,ST8_STAJK_77
-21265.979780872087,38264.03597584871,-0.001997793744934695,ST8_STAJK_76
-21269.6969776069,38264.46276436152,-0.0059977937449346985,ST8_STAJK_75
-21267.72203457208,38264.35715655308,-0.003997793744934919,ST8_STAJK_74
-21269.620138062783,38264.907264850226,0.031002206255065223,ST8_STAJK_73
-21271.097062852357,38262.92054313697,-0.004997793744934809,ST8_STAJK_72
-21271.526075572816,38260.331324705534,-0.004997793744934809,ST8_STAJK_71
-21271.3779257601,38257.43691222059,-0.0059977937449346985,ST8_STAJK_70
-21271.80691416476,38254.63753908564,-0.0069977937449348104,ST8_STAJK_69
-21271.95818421398,38252.380255901764,-0.0069977937449348104,ST8_STAJK_68
-21271.93419303695,38250.86442298768,-0.0069977937449348104,ST8_STAJK_67
-21272.84874789454,38252.92090211776,-0.010997793744934814,ST8_STAJK_66
-21274.546784446415,38253.34729614739,-0.011997793744934926,ST8_STAJK_65
-21274.867540172738,38252.908263387755,-0.010997793744934814,ST8_STAJK_64
-21273.924439913695,38252.49884562874,-0.008997793744934812,ST8_STAJK_63
-21272.382528215116,38251.51200353712,-0.010997793744934814,ST8_STAJK_62
-21273.15994525008,38229.58579000734,0.010002206255065094,ST8_KERAM_61
-21272.363960573035,38229.46554694558,0.010002206255065094,ST8_KERAM_60
-21271.45152642872,38229.45209583846,0.009002206255065204,ST8_KERAM_59
-21271.10813518765,38232.85381532359,0.009002206255065204,ST8_KERAM_58
-21271.050681405686,38233.463192106006,0.008002206255065092,ST8_KERAM_57
-21271.92477603573,38233.713968057265,0.008002206255065092,ST8_KERAM_56
-21272.024045411315,38233.05292449511,0.007002206255065202,ST8_KERAM_55
-21273.013784720246,38233.027057520856,0.008002206255065092,ST8_KERAM_54
-21272.940813476027,38233.880403990646,0.008002206255065092,ST8_KERAM_53
-21272.788051913063,38235.91360956433,0.009002206255065204,ST8_KERAM_52
-21272.716579266686,38236.59987894353,0.009002206255065204,ST8_KERAM_51
-21271.571264324582,38236.5043819101,0.006002206255065312,ST8_KERAM_50
-21271.68554705792,38235.766340951304,0.009002206255065204,ST8_KERAM_49
-21270.89909032533,38235.66017689074,0.008002206255065092,ST8_KERAM_48
-21270.84377720349,38236.223073380825,0.0050022062550652,ST8_KERAM_47
-21272.5602779195,38239.70636568724,0.009002206255065204,ST8_KERAM_46
-21272.99612162006,38238.25067331978,0.010002206255065094,ST8_KERAM_45
-21271.598058118772,38238.26627608757,0.0050022062550652,ST8_KERAM_44
-21271.63812793588,38238.054912869964,0.007002206255065202,ST8_KERAM_43
-21271.412412412494,38239.28132124506,0.004002206255065088,ST8_KERAM_42
-21270.112311151905,38239.10057636351,0.006002206255065312,ST8_KERAM_41
-21270.16590547607,38238.15877349221,0.0050022062550652,ST8_KERAM_40
-21268.82541778829,38238.16730337521,0.008002206255065092,ST8_KERAM_39
-21268.8303424763,38239.11098380176,0.004002206255065088,ST8_KERAM_38
-21271.91988544636,38249.803077948185,0.008002206255065092,ST8_KERAM_37
-21272.087695735514,38247.998554546604,0.0050022062550652,ST8_KERAM_36
-21272.12183622369,38245.85115159721,0.006002206255065312,ST8_KERAM_35
-21272.369478379074,38243.67823319956,0.008002206255065092,ST8_KERAM_34
-21271.21660724749,38242.96713816094,0.0010022062550651967,ST8_KERAM_33
-21271.006244197637,38246.14267077568,0.0030022062550651984,ST8_KERAM_32
-21270.959458748293,38248.02694998049,0.0030022062550651984,ST8_KERAM_31
-21270.76633155795,38249.5244358363,0.007002206255065202,ST8_KERAM_30
-21269.430815031363,38248.61639750715,0.0020022062550653086,ST8_KERAM_29
-21269.54772132911,38246.576914994956,0.0020022062550653086,ST8_KERAM_28
-21269.581812733155,38244.45767225846,0.004002206255065088,ST8_KERAM_27
-21269.612019458553,38242.692787969405,0.0030022062550651984,ST8_KERAM_26
-21268.512562240812,38240.83779610248,0.008002206255065092,ST8_KERAM_25
-21268.482223840925,38238.297989696184,0.007002206255065202,ST8_KERAM_24
-21268.616509229945,38236.27075329303,0.007002206255065202,ST8_KERAM_23
-21267.840796040015,38235.827607665764,0.008002206255065092,ST8_KERAM_22
-21267.761382015608,38237.54538949497,0.009002206255065204,ST8_KERAM_21
-21267.86349907185,38238.877020489956,0.007002206255065202,ST8_KERAM_20
-21268.12159282393,38240.62962330153,0.008002206255065092,ST8_KERAM_19
-21268.106335298868,38244.02491904829,0.006002206255065312,ST8_KERAM_18
-21267.9924951757,38245.874031923784,0.008002206255065092,ST8_KERAM_17
-21267.92060418286,38247.920837162485,0.0050022062550652,ST8_KERAM_16
-21267.737831830622,38249.79330272085,0.009002206255065204,ST8_KERAM_15
-21270.76708139577,38235.64794404487,1.4780022062550653,ST8_61113_14
-21270.766976595918,38235.64694955153,1.4780022062550653,ST8_61113_14
-21270.76907038244,38235.64773444516,1.4780022062550653,ST8_61113_14
-21270.769175182293,38235.6487289385,1.4780022062550653,ST8_61113_11
-21272.698535903648,38240.79889245113,1.5940022062550654,ST8_61110_8
-21272.6986407035,38240.79988694447,1.5940022062550654,ST8_61110_8
-21272.697646210167,38240.79999174432,1.5940022062550654,ST6_61110_12
-21272.697646210167,38240.79999174432,1.5940022062550654,ST6_61110_12
-21272.697541410314,38240.79899725098,1.5940022062550654,ST8_61110_8
-21268.076318382646,38241.09694142119,1.5560022062550651,ST8_61114_1
-21268.076213582794,38241.09594692786,1.5560022062550651,ST8_61114_5
-21268.076318382646,38241.09694142119,1.5560022062550651,ST8_61114_1
-21268.076318382646,38241.09694142119,1.5560022062550651,ST8_61114_1
-21268.076423182498,38241.09793591453,1.5560022062550651,ST8_61114_1
-21272.17247876398,38251.06455272633,1.380002206255065,ST5_6115_38
-21272.174467750647,38251.06434312663,1.380002206255065,ST5_6115_38
-21272.173473257313,38251.06444792648,1.380002206255065,ST5_6115_38
-21272.171379470794,38251.06366303285,1.380002206255065,ST8_6115_47
-21272.17247876398,38251.06455272633,1.380002206255065,ST5_6115_38
-21272.171379470794,38251.06366303285,1.380002206255065,ST8_6115_47
-21279.06416785208,38240.77276460685,0.01100000000000012,ST9_KERAM_34
-21277.38019578092,38239.969061885975,0.008000000000000007,ST9_KERAM_33
-21279.235577422427,38237.35417604442,0.009000000000000341,ST9_KERAM_32
-21278.11697289379,38237.451175572816,0.007000000000000117,ST9_KERAM_31
-21276.395049545157,38237.55140022764,0.0050000000000003375,ST9_KERAM_30
-21276.739127949768,38238.28531783301,0.007000000000000117,ST9_KERAM_29
-21279.271864599905,38238.440253500565,0.0040000000000000036,ST9_KERAM_28
-21279.223923355312,38239.76427753247,0.013000000000000345,ST9_KERAM_27
-21277.137940317778,38239.68154442463,0.010000000000000231,ST9_KERAM_26
-21275.662197745653,38239.57448901461,0.007000000000000117,ST9_KERAM_25
-21274.96230532822,38240.82458965216,0.0040000000000000036,ST9_KERAM_24
-21272.755782660868,38240.67121521333,0.007000000000000117,ST9_KERAM_23
-21273.020723359983,38238.98064891,0.006000000000000227,ST9_KERAM_22
-21273.194512641574,38237.25989288848,0.007000000000000117,ST9_KERAM_21
-21275.309437305266,38236.518170793,0.009000000000000341,ST9_KERAM_20
-21275.66768999133,38235.531104932525,0.009000000000000341,ST9_KERAM_19
-21275.17613082153,38233.03914113212,0.008000000000000007,ST9_KERAM_18
-21275.236806215667,38232.5612086091,0.006000000000000227,ST9_KERAM_17
-21276.80574642814,38232.57707081853,0.008000000000000007,ST9_KERAM_16
-21276.47932275382,38233.57562206151,0.009000000000000341,ST9_KERAM_15
-21277.11986758747,38229.87553553332,0.007000000000000117,ST9_KERAM_14
-21276.988380253802,38230.95866114057,0.008000000000000007,ST9_KERAM_13
-21275.258620082277,38230.56150909288,0.007000000000000117,ST9_KERAM_12
-21275.35549233755,38229.59747083318,0.007000000000000117,ST9_KERAM_11
-21273.5774409291,38229.61363217316,0.008000000000000007,ST9_KERAM_10
-21273.888244891044,38230.286436674665,0.007000000000000117,ST9_KERAM_9
-21273.899932236418,38232.04301755978,0.006000000000000227,ST9_KERAM_8
-21274.08799894117,38232.921179227444,0.008000000000000007,ST9_KERAM_7
-21274.31070937858,38235.374849959444,0.008000000000000007,ST9_KERAM_6
-21274.402696457553,38236.66519812072,0.008000000000000007,ST9_KERAM_5
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21279.41380141335,38239.08988719811,1.0000000000000004,ST9_RP+1.0_4
-21270.768382014096,38235.64560971059,1.4769999999999999,ST9_61113_5
-21270.767794249852,38235.64480067833,1.4769999999999999,ST9_61113_5
-21270.769191046347,38235.645021946344,1.4769999999999999,ST8_61113_13
-21270.769778810594,38235.6458309786,1.4769999999999999,ST8_61113_12
-21268.077100692535,38241.10131175966,1.5550000000000002,ST9_61114_4
-21268.077100692535,38241.10131175966,1.5550000000000002,ST9_61114_4
-21268.076291660276,38241.10189952391,1.5550000000000002,ST9_61114_4
-21268.077100692535,38241.10131175966,1.5550000000000002,ST9_61114_4
-21246.20956442041,38261.35081069633,-0.022499999999873125,S10_STAJK_44
-21246.334004065153,38263.0500539911,-0.014499999999891771,S10_STAJK_43
-21240.457202300695,38263.168995242435,-0.009499999999896319,S10_STAJK_42
-21242.908809948625,38262.86721727671,-0.013499999999915418,S10_STAJK_41
-21243.026709750055,38261.67681245615,-0.022499999999873125,S10_STAJK_40
-21242.60294476786,38262.14858490116,-0.021499999999896772,S10_STAJK_39
-21241.176212261325,38262.331632312445,-0.013499999999915418,S10_STAJK_38
